,imagepath,top1,top5,top5Result
1127,testdata/0060_04.png,0,0,"[('0038_14.png', array([[0.5942327]], dtype=float32)), ('0033_04.png', array([[0.5391315]], dtype=float32)), ('0748_18.png', array([[0.5366024]], dtype=float32)), ('1391_18.png', array([[0.53156734]], dtype=float32)), ('0103_18.png', array([[0.51679194]], dtype=float32))]"
1128,testdata/1557_04.png,0,0,"[('0321_04.png', array([[0.57107]], dtype=float32)), ('0544_15.png', array([[0.54619956]], dtype=float32)), ('0543_19.png', array([[0.5348712]], dtype=float32)), ('0299_09.png', array([[0.505478]], dtype=float32)), ('0813_18.png', array([[0.49199226]], dtype=float32))]"
1129,testdata/1206_04.png,0,0,"[('1234_15.png', array([[0.5365007]], dtype=float32)), ('0352_17.png', array([[0.5353701]], dtype=float32)), ('0784_20.png', array([[0.52381897]], dtype=float32)), ('1499_13.png', array([[0.51857316]], dtype=float32)), ('1205_05.png', array([[0.5113188]], dtype=float32))]"
1130,testdata/0731_04.png,0,0,"[('0799_18.png', array([[0.5301553]], dtype=float32)), ('0944_16.png', array([[0.51519156]], dtype=float32)), ('0342_04.png', array([[0.51099926]], dtype=float32)), ('0742_13.png', array([[0.4999686]], dtype=float32)), ('0398_08.png', array([[0.48113894]], dtype=float32))]"
1131,testdata/0871_05.png,0,0,"[('0804_05.png', array([[0.6603397]], dtype=float32)), ('0826_16.png', array([[0.61700225]], dtype=float32)), ('0872_05.png', array([[0.59189093]], dtype=float32)), ('0916_06.png', array([[0.58916736]], dtype=float32)), ('0851_09.png', array([[0.57285154]], dtype=float32))]"
1132,testdata/0486_10.png,1,1,"[('0486_17.png', array([[0.5129434]], dtype=float32)), ('1054_01.png', array([[0.45405364]], dtype=float32)), ('0972_02.png', array([[0.45312157]], dtype=float32)), ('1444_17.png', array([[0.44808847]], dtype=float32)), ('0959_13.png', array([[0.44392434]], dtype=float32))]"
1133,testdata/1284_13.png,0,0,"[('0738_01.png', array([[0.5955118]], dtype=float32)), ('0805_08.png', array([[0.5516143]], dtype=float32)), ('0951_03.png', array([[0.5460373]], dtype=float32)), ('0786_20.png', array([[0.53795916]], dtype=float32)), ('1140_02.png', array([[0.5360106]], dtype=float32))]"
1134,testdata/1133_07.png,1,1,"[('1133_02.png', array([[0.6063793]], dtype=float32)), ('0545_04.png', array([[0.5429127]], dtype=float32)), ('1344_01.png', array([[0.52724564]], dtype=float32)), ('1606_02.png', array([[0.47857508]], dtype=float32)), ('0553_04.png', array([[0.4629191]], dtype=float32))]"
1135,testdata/0404_07.png,0,0,"[('0656_08.png', array([[0.512723]], dtype=float32)), ('0937_05.png', array([[0.4808985]], dtype=float32)), ('0841_11.png', array([[0.46139508]], dtype=float32)), ('0112_04.png', array([[0.45920068]], dtype=float32)), ('1159_06.png', array([[0.45785823]], dtype=float32))]"
1136,testdata/0481_19.png,1,1,"[('0481_10.png', array([[0.5042459]], dtype=float32)), ('0918_13.png', array([[0.4968806]], dtype=float32)), ('0876_18.png', array([[0.47798806]], dtype=float32)), ('0842_06.png', array([[0.4691198]], dtype=float32)), ('0831_20.png', array([[0.4524166]], dtype=float32))]"
1137,testdata/0069_20.png,0,0,"[('1428_15.png', array([[0.61553156]], dtype=float32)), ('0089_12.png', array([[0.5452445]], dtype=float32)), ('0041_16.png', array([[0.5272827]], dtype=float32)), ('0694_20.png', array([[0.512854]], dtype=float32)), ('0830_03.png', array([[0.5086082]], dtype=float32))]"
1138,testdata/0738_20.png,0,0,"[('0772_20.png', array([[0.66832376]], dtype=float32)), ('0775_12.png', array([[0.6266938]], dtype=float32)), ('0054_18.png', array([[0.61216944]], dtype=float32)), ('1120_16.png', array([[0.597702]], dtype=float32)), ('1285_01.png', array([[0.5436661]], dtype=float32))]"
1139,testdata/1068_17.png,1,1,"[('1068_20.png', array([[0.5454268]], dtype=float32)), ('0083_01.png', array([[0.4879244]], dtype=float32)), ('0095_03.png', array([[0.48674783]], dtype=float32)), ('1457_09.png', array([[0.46771184]], dtype=float32)), ('0071_12.png', array([[0.4580568]], dtype=float32))]"
1140,testdata/0355_07.png,1,1,"[('0355_08.png', array([[0.7655469]], dtype=float32)), ('0383_14.png', array([[0.60316205]], dtype=float32)), ('0393_16.png', array([[0.58019286]], dtype=float32)), ('0365_02.png', array([[0.56695724]], dtype=float32)), ('0367_19.png', array([[0.55377483]], dtype=float32))]"
1141,testdata/1457_10.png,0,0,"[('0095_03.png', array([[0.69886994]], dtype=float32)), ('1097_18.png', array([[0.6735321]], dtype=float32)), ('0953_17.png', array([[0.6270837]], dtype=float32)), ('0408_14.png', array([[0.6192002]], dtype=float32)), ('0090_20.png', array([[0.5602311]], dtype=float32))]"
1142,testdata/0160_10.png,0,0,"[('1515_14.png', array([[0.5439978]], dtype=float32)), ('0865_07.png', array([[0.51066697]], dtype=float32)), ('1163_10.png', array([[0.50683546]], dtype=float32)), ('1569_16.png', array([[0.50526667]], dtype=float32)), ('0008_08.png', array([[0.48885316]], dtype=float32))]"
1143,testdata/0586_04.png,0,0,"[('1205_05.png', array([[0.52400887]], dtype=float32)), ('1120_16.png', array([[0.5099889]], dtype=float32)), ('1486_10.png', array([[0.49205437]], dtype=float32)), ('0587_11.png', array([[0.49200475]], dtype=float32)), ('0139_18.png', array([[0.47268188]], dtype=float32))]"
1144,testdata/0631_10.png,0,0,"[('0476_10.png', array([[0.48759958]], dtype=float32)), ('0467_19.png', array([[0.47971654]], dtype=float32)), ('0972_02.png', array([[0.41754374]], dtype=float32)), ('0821_02.png', array([[0.4125796]], dtype=float32)), ('0486_17.png', array([[0.4116677]], dtype=float32))]"
1145,testdata/1306_10.png,0,0,"[('0269_15.png', array([[0.59789693]], dtype=float32)), ('1281_09.png', array([[0.59085816]], dtype=float32)), ('0786_20.png', array([[0.57714796]], dtype=float32)), ('1151_07.png', array([[0.5540089]], dtype=float32)), ('0359_17.png', array([[0.54759324]], dtype=float32))]"
1146,testdata/0160_04.png,0,0,"[('0890_03.png', array([[0.52846813]], dtype=float32)), ('0881_18.png', array([[0.5199717]], dtype=float32)), ('0172_20.png', array([[0.5128351]], dtype=float32)), ('0170_12.png', array([[0.5054095]], dtype=float32)), ('1163_10.png', array([[0.50361496]], dtype=float32))]"
1147,testdata/1457_04.png,0,0,"[('0083_01.png', array([[0.6201812]], dtype=float32)), ('0953_17.png', array([[0.60900915]], dtype=float32)), ('0233_09.png', array([[0.60109115]], dtype=float32)), ('0696_12.png', array([[0.58807516]], dtype=float32)), ('1444_17.png', array([[0.5421376]], dtype=float32))]"
1148,testdata/0631_04.png,0,0,"[('0616_12.png', array([[0.58161795]], dtype=float32)), ('1044_10.png', array([[0.49063542]], dtype=float32)), ('0843_17.png', array([[0.4855233]], dtype=float32)), ('1511_15.png', array([[0.47408748]], dtype=float32)), ('0708_16.png', array([[0.4666623]], dtype=float32))]"
1149,testdata/0971_05.png,1,1,"[('0971_11.png', array([[0.58168864]], dtype=float32)), ('0826_16.png', array([[0.5084473]], dtype=float32)), ('0941_14.png', array([[0.4995812]], dtype=float32)), ('0702_05.png', array([[0.49712867]], dtype=float32)), ('0688_15.png', array([[0.47979206]], dtype=float32))]"
1150,testdata/0586_10.png,0,0,"[('0139_18.png', array([[0.56353]], dtype=float32)), ('0789_04.png', array([[0.55030054]], dtype=float32)), ('1205_05.png', array([[0.5349114]], dtype=float32)), ('1290_16.png', array([[0.5177313]], dtype=float32)), ('0057_03.png', array([[0.50079685]], dtype=float32))]"
1151,testdata/0404_13.png,0,0,"[('0468_08.png', array([[0.60684144]], dtype=float32)), ('1013_07.png', array([[0.5853952]], dtype=float32)), ('1509_12.png', array([[0.4589867]], dtype=float32)), ('1111_09.png', array([[0.45544985]], dtype=float32)), ('1505_12.png', array([[0.4551863]], dtype=float32))]"
1152,testdata/1133_13.png,0,0,"[('0544_15.png', array([[0.61671937]], dtype=float32)), ('0696_12.png', array([[0.5751668]], dtype=float32)), ('1009_17.png', array([[0.5068322]], dtype=float32)), ('0813_18.png', array([[0.49033988]], dtype=float32)), ('0058_08.png', array([[0.4899084]], dtype=float32))]"
1153,testdata/1284_07.png,0,1,"[('0377_04.png', array([[0.573344]], dtype=float32)), ('0359_17.png', array([[0.5609587]], dtype=float32)), ('0951_03.png', array([[0.542075]], dtype=float32)), ('0546_14.png', array([[0.5397402]], dtype=float32)), ('1284_18.png', array([[0.53892624]], dtype=float32))]"
1154,testdata/1201_19.png,0,1,"[('1162_07.png', array([[0.57940376]], dtype=float32)), ('1201_20.png', array([[0.5436267]], dtype=float32)), ('0891_18.png', array([[0.5137253]], dtype=float32)), ('1170_15.png', array([[0.508221]], dtype=float32)), ('1193_15.png', array([[0.49387962]], dtype=float32))]"
1155,testdata/0736_19.png,0,0,"[('0413_14.png', array([[0.48727953]], dtype=float32)), ('1158_17.png', array([[0.471076]], dtype=float32)), ('0001_10.png', array([[0.46140808]], dtype=float32)), ('0074_19.png', array([[0.45847252]], dtype=float32)), ('1387_10.png', array([[0.45781982]], dtype=float32))]"
1156,testdata/1068_03.png,0,0,"[('0440_05.png', array([[0.54853207]], dtype=float32)), ('0634_04.png', array([[0.5251307]], dtype=float32)), ('1089_12.png', array([[0.511004]], dtype=float32)), ('0076_08.png', array([[0.49236932]], dtype=float32)), ('0746_14.png', array([[0.46685392]], dtype=float32))]"
1157,testdata/0067_19.png,0,0,"[('0031_13.png', array([[0.618608]], dtype=float32)), ('1134_18.png', array([[0.5353959]], dtype=float32)), ('1308_12.png', array([[0.52522516]], dtype=float32)), ('0683_10.png', array([[0.52331406]], dtype=float32)), ('0634_04.png', array([[0.5216952]], dtype=float32))]"
1158,testdata/1550_19.png,0,0,"[('1539_19.png', array([[0.49801484]], dtype=float32)), ('0707_05.png', array([[0.49335742]], dtype=float32)), ('0741_18.png', array([[0.48529753]], dtype=float32)), ('0790_15.png', array([[0.46987388]], dtype=float32)), ('1488_20.png', array([[0.4687116]], dtype=float32))]"
1159,testdata/0355_13.png,1,1,"[('0355_08.png', array([[0.66394895]], dtype=float32)), ('0351_07.png', array([[0.5988728]], dtype=float32)), ('0367_19.png', array([[0.54659903]], dtype=float32)), ('0373_13.png', array([[0.5459319]], dtype=float32)), ('0364_18.png', array([[0.5404057]], dtype=float32))]"
1160,testdata/1557_10.png,0,0,"[('1547_14.png', array([[0.4875636]], dtype=float32)), ('1549_13.png', array([[0.48171747]], dtype=float32)), ('1544_18.png', array([[0.47211432]], dtype=float32)), ('0478_06.png', array([[0.4504276]], dtype=float32)), ('0232_08.png', array([[0.45022923]], dtype=float32))]"
1161,testdata/0060_10.png,0,0,"[('0452_12.png', array([[0.577425]], dtype=float32)), ('0556_03.png', array([[0.5100429]], dtype=float32)), ('0804_05.png', array([[0.497021]], dtype=float32)), ('1614_19.png', array([[0.49503115]], dtype=float32)), ('1542_18.png', array([[0.4811096]], dtype=float32))]"
1162,testdata/0486_04.png,0,0,"[('1205_05.png', array([[0.5736885]], dtype=float32)), ('1332_09.png', array([[0.5276555]], dtype=float32)), ('0122_16.png', array([[0.5133697]], dtype=float32)), ('1120_16.png', array([[0.50993264]], dtype=float32)), ('0775_12.png', array([[0.5072746]], dtype=float32))]"
1163,testdata/0731_10.png,0,0,"[('0742_13.png', array([[0.5925442]], dtype=float32)), ('0953_17.png', array([[0.55285066]], dtype=float32)), ('0397_16.png', array([[0.5499337]], dtype=float32)), ('0087_05.png', array([[0.5206426]], dtype=float32)), ('0154_11.png', array([[0.50964177]], dtype=float32))]"
1164,testdata/0871_11.png,0,0,"[('1183_02.png', array([[0.7093688]], dtype=float32)), ('0185_16.png', array([[0.6522448]], dtype=float32)), ('0078_12.png', array([[0.62778485]], dtype=float32)), ('0842_06.png', array([[0.58538747]], dtype=float32)), ('0860_02.png', array([[0.57453597]], dtype=float32))]"
1165,testdata/1206_10.png,0,0,"[('1205_05.png', array([[0.57455313]], dtype=float32)), ('1211_05.png', array([[0.55251676]], dtype=float32)), ('0262_12.png', array([[0.53426796]], dtype=float32)), ('0259_18.png', array([[0.52258354]], dtype=float32)), ('1499_13.png', array([[0.5091967]], dtype=float32))]"
1166,testdata/1384_13.png,1,1,"[('1384_04.png', array([[0.6694423]], dtype=float32)), ('0039_05.png', array([[0.46701333]], dtype=float32)), ('1297_03.png', array([[0.45282012]], dtype=float32)), ('1189_13.png', array([[0.45268124]], dtype=float32)), ('1210_02.png', array([[0.4525212]], dtype=float32))]"
1167,testdata/1033_07.png,0,1,"[('1082_04.png', array([[0.5023602]], dtype=float32)), ('1346_11.png', array([[0.47776508]], dtype=float32)), ('1033_17.png', array([[0.4670035]], dtype=float32)), ('0778_02.png', array([[0.45430762]], dtype=float32)), ('1297_03.png', array([[0.44784576]], dtype=float32))]"
1168,testdata/0504_07.png,0,0,"[('0141_19.png', array([[0.5106364]], dtype=float32)), ('0857_16.png', array([[0.49441075]], dtype=float32)), ('0742_13.png', array([[0.4593655]], dtype=float32)), ('0040_04.png', array([[0.45907363]], dtype=float32)), ('0476_10.png', array([[0.45698714]], dtype=float32))]"
1169,testdata/0581_19.png,0,0,"[('1481_19.png', array([[0.55888855]], dtype=float32)), ('0578_08.png', array([[0.5228775]], dtype=float32)), ('0290_19.png', array([[0.5218801]], dtype=float32)), ('0628_05.png', array([[0.4728654]], dtype=float32)), ('0393_16.png', array([[0.45461798]], dtype=float32))]"
1170,testdata/0169_20.png,0,0,"[('0858_11.png', array([[0.59701145]], dtype=float32)), ('0146_16.png', array([[0.5967232]], dtype=float32)), ('0870_19.png', array([[0.5866618]], dtype=float32)), ('0828_04.png', array([[0.5609716]], dtype=float32)), ('0162_11.png', array([[0.5474992]], dtype=float32))]"
1171,testdata/0638_20.png,0,0,"[('0839_20.png', array([[0.6544571]], dtype=float32)), ('0981_02.png', array([[0.6334286]], dtype=float32)), ('0947_14.png', array([[0.5812931]], dtype=float32)), ('0952_14.png', array([[0.55172133]], dtype=float32)), ('0236_11.png', array([[0.5486175]], dtype=float32))]"
1172,testdata/1168_17.png,0,0,"[('1161_02.png', array([[0.5264876]], dtype=float32)), ('1557_07.png', array([[0.5085975]], dtype=float32)), ('0057_03.png', array([[0.5047727]], dtype=float32)), ('0455_17.png', array([[0.5000121]], dtype=float32)), ('1417_02.png', array([[0.49898294]], dtype=float32))]"
1173,testdata/0255_07.png,1,1,"[('0255_05.png', array([[0.56278455]], dtype=float32)), ('0258_19.png', array([[0.50073063]], dtype=float32)), ('1146_20.png', array([[0.47988024]], dtype=float32)), ('0170_12.png', array([[0.47854477]], dtype=float32)), ('1510_06.png', array([[0.47499686]], dtype=float32))]"
1174,testdata/1208_15.png,1,1,"[('1208_13.png', array([[0.54579806]], dtype=float32)), ('1281_09.png', array([[0.533772]], dtype=float32)), ('0786_20.png', array([[0.48680925]], dtype=float32)), ('0796_01.png', array([[0.48242676]], dtype=float32)), ('0277_12.png', array([[0.48209983]], dtype=float32))]"
1175,testdata/0488_01.png,0,0,"[('0079_10.png', array([[0.40472436]], dtype=float32)), ('0030_16.png', array([[0.4033418]], dtype=float32)), ('0176_07.png', array([[0.3900832]], dtype=float32)), ('1473_17.png', array([[0.38136065]], dtype=float32)), ('0933_03.png', array([[0.38071343]], dtype=float32))]"
1176,testdata/1402_05.png,0,0,"[('0929_20.png', array([[0.50256586]], dtype=float32)), ('0043_15.png', array([[0.49497414]], dtype=float32)), ('1377_20.png', array([[0.44019154]], dtype=float32)), ('1542_18.png', array([[0.4326319]], dtype=float32)), ('1505_12.png', array([[0.41626975]], dtype=float32))]"
1177,testdata/0135_05.png,0,0,"[('0828_04.png', array([[0.54293585]], dtype=float32)), ('0870_19.png', array([[0.5130843]], dtype=float32)), ('0134_01.png', array([[0.5129852]], dtype=float32)), ('0873_05.png', array([[0.48914814]], dtype=float32)), ('0869_10.png', array([[0.48810804]], dtype=float32))]"
1178,testdata/0282_11.png,0,0,"[('0985_16.png', array([[0.45972848]], dtype=float32)), ('1159_06.png', array([[0.4343415]], dtype=float32)), ('0351_07.png', array([[0.42412937]], dtype=float32)), ('0386_18.png', array([[0.4237244]], dtype=float32)), ('1350_03.png', array([[0.41883752]], dtype=float32))]"
1179,testdata/0664_05.png,0,0,"[('0967_06.png', array([[0.4973964]], dtype=float32)), ('0133_09.png', array([[0.45424163]], dtype=float32)), ('0132_09.png', array([[0.4528044]], dtype=float32)), ('0809_13.png', array([[0.41057456]], dtype=float32)), ('0641_14.png', array([[0.40945575]], dtype=float32))]"
1180,testdata/0924_04.png,0,0,"[('0205_07.png', array([[0.3889537]], dtype=float32)), ('0568_13.png', array([[0.33748347]], dtype=float32)), ('1407_19.png', array([[0.33187747]], dtype=float32)), ('0976_05.png', array([[0.3097277]], dtype=float32)), ('0239_04.png', array([[0.30624765]], dtype=float32))]"
1181,testdata/1353_05.png,1,1,"[('1353_16.png', array([[0.6084036]], dtype=float32)), ('1285_01.png', array([[0.5711511]], dtype=float32)), ('1162_07.png', array([[0.5648726]], dtype=float32)), ('0908_15.png', array([[0.5551801]], dtype=float32)), ('0771_12.png', array([[0.54940784]], dtype=float32))]"
1182,testdata/1559_15.png,0,0,"[('0093_03.png', array([[0.5283537]], dtype=float32)), ('1558_16.png', array([[0.5278448]], dtype=float32)), ('1571_17.png', array([[0.51645416]], dtype=float32)), ('0814_13.png', array([[0.502572]], dtype=float32)), ('0070_03.png', array([[0.5022441]], dtype=float32))]"
1183,testdata/0169_08.png,0,0,"[('0080_05.png', array([[0.6169516]], dtype=float32)), ('0146_16.png', array([[0.58736116]], dtype=float32)), ('0870_19.png', array([[0.5804986]], dtype=float32)), ('1526_08.png', array([[0.5782379]], dtype=float32)), ('0920_10.png', array([[0.570086]], dtype=float32))]"
1184,testdata/0451_12.png,0,0,"[('0447_18.png', array([[0.4659093]], dtype=float32)), ('1144_09.png', array([[0.44684476]], dtype=float32)), ('0275_14.png', array([[0.40274513]], dtype=float32)), ('1537_06.png', array([[0.39762676]], dtype=float32)), ('1067_15.png', array([[0.38729247]], dtype=float32))]"
1185,testdata/0763_18.png,0,1,"[('0729_07.png', array([[0.5471249]], dtype=float32)), ('0944_16.png', array([[0.49074742]], dtype=float32)), ('0539_17.png', array([[0.47757554]], dtype=float32)), ('0763_07.png', array([[0.4742412]], dtype=float32)), ('0946_07.png', array([[0.47269192]], dtype=float32))]"
1186,testdata/0823_19.png,0,0,"[('0235_03.png', array([[0.6065675]], dtype=float32)), ('0223_07.png', array([[0.4799953]], dtype=float32)), ('0075_19.png', array([[0.4708532]], dtype=float32)), ('0624_15.png', array([[0.46244293]], dtype=float32)), ('0820_11.png', array([[0.45260656]], dtype=float32))]"
1187,testdata/1254_18.png,0,1,"[('1248_02.png', array([[0.69909877]], dtype=float32)), ('1250_12.png', array([[0.681584]], dtype=float32)), ('0356_10.png', array([[0.67495245]], dtype=float32)), ('1254_10.png', array([[0.66472405]], dtype=float32)), ('1247_11.png', array([[0.61374986]], dtype=float32))]"
1188,testdata/1505_18.png,0,1,"[('0167_04.png', array([[0.61657536]], dtype=float32)), ('1526_08.png', array([[0.59380174]], dtype=float32)), ('1505_12.png', array([[0.57344645]], dtype=float32)), ('0473_05.png', array([[0.5716473]], dtype=float32)), ('0870_19.png', array([[0.56520253]], dtype=float32))]"
1189,testdata/0032_18.png,0,0,"[('0444_10.png', array([[0.509789]], dtype=float32)), ('0171_15.png', array([[0.4882431]], dtype=float32)), ('0139_18.png', array([[0.4604894]], dtype=float32)), ('1557_07.png', array([[0.44937503]], dtype=float32)), ('1066_14.png', array([[0.44240823]], dtype=float32))]"
1190,testdata/0300_12.png,1,1,"[('0300_19.png', array([[0.43958724]], dtype=float32)), ('0303_20.png', array([[0.42853218]], dtype=float32)), ('1547_14.png', array([[0.41570848]], dtype=float32)), ('0320_05.png', array([[0.41504568]], dtype=float32)), ('0014_18.png', array([[0.4007061]], dtype=float32))]"
1191,testdata/0638_08.png,0,0,"[('0642_01.png', array([[0.5054175]], dtype=float32)), ('1529_05.png', array([[0.48157972]], dtype=float32)), ('0399_07.png', array([[0.48045835]], dtype=float32)), ('0865_07.png', array([[0.45022002]], dtype=float32)), ('1514_12.png', array([[0.43777436]], dtype=float32))]"
1192,testdata/0978_09.png,0,0,"[('0723_05.png', array([[0.5124526]], dtype=float32)), ('1104_10.png', array([[0.50724673]], dtype=float32)), ('1089_12.png', array([[0.5012635]], dtype=float32)), ('0711_16.png', array([[0.49350238]], dtype=float32)), ('0634_04.png', array([[0.4889993]], dtype=float32))]"
1193,testdata/0588_15.png,0,0,"[('0247_18.png', array([[0.51429284]], dtype=float32)), ('1134_18.png', array([[0.5055821]], dtype=float32)), ('1132_08.png', array([[0.4561139]], dtype=float32)), ('0063_08.png', array([[0.43246877]], dtype=float32)), ('1286_14.png', array([[0.43223637]], dtype=float32))]"
1194,testdata/1308_01.png,0,0,"[('0793_07.png', array([[0.52187055]], dtype=float32)), ('0096_18.png', array([[0.51821625]], dtype=float32)), ('0805_08.png', array([[0.5164396]], dtype=float32)), ('0288_18.png', array([[0.5056329]], dtype=float32)), ('1275_16.png', array([[0.50139606]], dtype=float32))]"
1195,testdata/0382_05.png,0,0,"[('0383_14.png', array([[0.63738984]], dtype=float32)), ('0366_04.png', array([[0.60250324]], dtype=float32)), ('0355_08.png', array([[0.58293515]], dtype=float32)), ('0384_16.png', array([[0.5748304]], dtype=float32)), ('0393_16.png', array([[0.56827915]], dtype=float32))]"
1196,testdata/0035_11.png,0,0,"[('0299_09.png', array([[0.5752562]], dtype=float32)), ('0321_04.png', array([[0.5686562]], dtype=float32)), ('1009_17.png', array([[0.5451186]], dtype=float32)), ('0303_20.png', array([[0.542482]], dtype=float32)), ('0062_11.png', array([[0.53574145]], dtype=float32))]"
1197,testdata/1502_11.png,0,0,"[('0692_04.png', array([[0.5254637]], dtype=float32)), ('0556_03.png', array([[0.51506925]], dtype=float32)), ('0804_05.png', array([[0.5014514]], dtype=float32)), ('0936_02.png', array([[0.49051124]], dtype=float32)), ('1400_12.png', array([[0.48836124]], dtype=float32))]"
1198,testdata/1253_11.png,0,0,"[('1268_07.png', array([[0.6836238]], dtype=float32)), ('1267_17.png', array([[0.657873]], dtype=float32)), ('1263_04.png', array([[0.65084136]], dtype=float32)), ('1261_15.png', array([[0.65079087]], dtype=float32)), ('1257_16.png', array([[0.63111067]], dtype=float32))]"
1199,testdata/0764_11.png,0,0,"[('0065_17.png', array([[0.45227468]], dtype=float32)), ('0770_02.png', array([[0.43428975]], dtype=float32)), ('1275_16.png', array([[0.42749688]], dtype=float32)), ('1229_14.png', array([[0.42534298]], dtype=float32)), ('0888_13.png', array([[0.40268418]], dtype=float32))]"
1200,testdata/0824_10.png,0,0,"[('0094_12.png', array([[0.6585257]], dtype=float32)), ('0804_05.png', array([[0.6503654]], dtype=float32)), ('0830_03.png', array([[0.63437116]], dtype=float32)), ('0916_06.png', array([[0.63367796]], dtype=float32)), ('0834_04.png', array([[0.6296252]], dtype=float32))]"
1201,testdata/1459_01.png,0,0,"[('0912_11.png', array([[0.5496258]], dtype=float32)), ('1448_01.png', array([[0.53499424]], dtype=float32)), ('0768_10.png', array([[0.5300758]], dtype=float32)), ('0911_11.png', array([[0.5281936]], dtype=float32)), ('0233_09.png', array([[0.518394]], dtype=float32))]"
1202,testdata/0551_06.png,0,0,"[('1299_11.png', array([[0.49911702]], dtype=float32)), ('1317_19.png', array([[0.48633385]], dtype=float32)), ('1502_02.png', array([[0.451531]], dtype=float32)), ('0121_10.png', array([[0.4464278]], dtype=float32)), ('0818_08.png', array([[0.43995082]], dtype=float32))]"
1203,testdata/1066_06.png,0,0,"[('0504_08.png', array([[0.5701101]], dtype=float32)), ('0423_03.png', array([[0.5314101]], dtype=float32)), ('1104_10.png', array([[0.5120621]], dtype=float32)), ('0568_13.png', array([[0.50288653]], dtype=float32)), ('1013_07.png', array([[0.5008377]], dtype=float32))]"
1204,testdata/0285_18.png,0,0,"[('0540_11.png', array([[0.58346486]], dtype=float32)), ('1389_05.png', array([[0.54900956]], dtype=float32)), ('0827_05.png', array([[0.52603644]], dtype=float32)), ('0651_05.png', array([[0.5106247]], dtype=float32)), ('0655_01.png', array([[0.48735553]], dtype=float32))]"
1205,testdata/1480_12.png,0,0,"[('0694_20.png', array([[0.57175654]], dtype=float32)), ('1488_20.png', array([[0.55937505]], dtype=float32)), ('0308_04.png', array([[0.5501735]], dtype=float32)), ('0306_17.png', array([[0.51602316]], dtype=float32)), ('0654_04.png', array([[0.503111]], dtype=float32))]"
1206,testdata/0200_06.png,0,0,"[('0210_08.png', array([[0.5760319]], dtype=float32)), ('0700_15.png', array([[0.3142271]], dtype=float32)), ('0547_19.png', array([[0.31145376]], dtype=float32)), ('0962_03.png', array([[0.26369774]], dtype=float32)), ('1041_07.png', array([[0.26097715]], dtype=float32))]"
1207,testdata/1066_12.png,0,0,"[('0264_05.png', array([[0.506873]], dtype=float32)), ('0218_07.png', array([[0.4700299]], dtype=float32)), ('0053_05.png', array([[0.4694848]], dtype=float32)), ('0978_13.png', array([[0.4615879]], dtype=float32)), ('0956_10.png', array([[0.45512003]], dtype=float32))]"
1208,testdata/0069_08.png,0,0,"[('0461_18.png', array([[0.53809786]], dtype=float32)), ('0824_04.png', array([[0.50799745]], dtype=float32)), ('0122_16.png', array([[0.50574064]], dtype=float32)), ('0096_18.png', array([[0.49891892]], dtype=float32)), ('0089_12.png', array([[0.49789906]], dtype=float32))]"
1209,testdata/0551_12.png,1,1,"[('0551_13.png', array([[0.75656927]], dtype=float32)), ('0655_01.png', array([[0.5238452]], dtype=float32)), ('0065_17.png', array([[0.52081645]], dtype=float32)), ('0029_02.png', array([[0.4975587]], dtype=float32)), ('1389_05.png', array([[0.49625754]], dtype=float32))]"
1210,testdata/0663_18.png,0,0,"[('0047_09.png', array([[0.5985247]], dtype=float32)), ('0804_05.png', array([[0.55784124]], dtype=float32)), ('0841_11.png', array([[0.556725]], dtype=float32)), ('0694_20.png', array([[0.53815794]], dtype=float32)), ('0592_10.png', array([[0.5375993]], dtype=float32))]"
1211,testdata/0923_19.png,0,0,"[('0719_02.png', array([[0.540426]], dtype=float32)), ('1465_03.png', array([[0.49199867]], dtype=float32)), ('0005_08.png', array([[0.485295]], dtype=float32)), ('0891_18.png', array([[0.46446213]], dtype=float32)), ('1587_01.png', array([[0.46394923]], dtype=float32))]"
1212,testdata/1354_18.png,0,0,"[('0414_10.png', array([[0.5097585]], dtype=float32)), ('0805_08.png', array([[0.50013924]], dtype=float32)), ('0738_01.png', array([[0.48303175]], dtype=float32)), ('1140_02.png', array([[0.45958942]], dtype=float32)), ('0793_07.png', array([[0.45588905]], dtype=float32))]"
1213,testdata/1405_18.png,0,0,"[('0063_08.png', array([[0.75708234]], dtype=float32)), ('0799_18.png', array([[0.6302614]], dtype=float32)), ('0442_03.png', array([[0.56789404]], dtype=float32)), ('0788_19.png', array([[0.5483724]], dtype=float32)), ('0844_18.png', array([[0.54068494]], dtype=float32))]"
1214,testdata/0132_18.png,0,0,"[('0133_09.png', array([[0.54898643]], dtype=float32)), ('1165_17.png', array([[0.5329086]], dtype=float32)), ('1175_08.png', array([[0.5231818]], dtype=float32)), ('0166_16.png', array([[0.5161133]], dtype=float32)), ('1169_09.png', array([[0.47970393]], dtype=float32))]"
1215,testdata/0200_12.png,0,0,"[('0829_19.png', array([[0.28540623]], dtype=float32)), ('0451_03.png', array([[0.28271037]], dtype=float32)), ('1574_03.png', array([[0.26814264]], dtype=float32)), ('1149_11.png', array([[0.26446423]], dtype=float32)), ('0688_15.png', array([[0.26277372]], dtype=float32))]"
